월,디비전,국가,거래선,모델,수량,매출,비용1,비용2,비용3,영업이익
202608,Appliances,DE,Target,QLED85_Q80,468,35780,173967,5084,7634,91130
202610,TV,KR,Target,Galaxy_S24U,102,162647,191456,23336,12063,74713
202511,Display,UK,Target,Galaxy_A55,311,215132,168646,2398,20830,113128
202503,Mobile,US,BestBuy,OLED65_G4,149,494940,40537,42464,14820,93900
202605,TV,DE,Target,SmartMonitor_M8,334,188696,120427,78164,27139,3075
202512,Appliances,DE,Amazon,OLED65_G4,218,444848,196171,65856,8744,147162
202612,Appliances,UK,Walmart,SmartMonitor_M8,174,244884,213377,50703,16883,140248
202609,Appliances,US,Walmart,Galaxy_A55,451,65981,17279,11563,6234,54816
202603,Display,UK,Costco,OLED77_C4,59,95333,133163,53573,5152,71082
202604,TV,DE,Costco,NeoQLED_75,150,479594,237177,4633,20680,24612
202505,TV,PL,Walmart,Galaxy_ZFold6,230,263606,102747,24062,16594,15330
202608,Appliances,UK,Amazon,Jet_Cleaner,128,146766,128052,24161,1985,-7756
202506,Appliances,DE,Amazon,Grande_Washer,449,107941,158591,22443,8990,109851
202607,Appliances,UK,BestBuy,Galaxy_A55,376,30999,163046,42913,7282,30559
202505,Display,DE,Walmart,Bespoke_4Door,470,371576,168728,31630,15641,59627
202503,Display,UK,Walmart,SmartMonitor_M8,56,168247,153900,26676,16088,15282
202501,Mobile,DE,Costco,QLED85_Q80,250,380664,142520,66175,21771,18162
202506,Mobile,US,BestBuy,SmartMonitor_M8,291,366941,134526,36943,16156,4563
202603,Mobile,KR,Walmart,Jet_Cleaner,326,258846,118749,11861,9982,2581
202502,Appliances,KR,Costco,Grande_Washer,424,305395,133523,14333,11762,114004
202503,Display,UK,Costco,Grande_Washer,298,199595,43912,35996,23380,121352
202605,Display,DE,Costco,Galaxy_S24U,425,339638,96741,77751,2113,-1412
202612,Mobile,KR,Costco,Galaxy_A55,30,459012,48396,19183,25200,123006
202512,Appliances,KR,Amazon,SmartMonitor_M8,93,310553,124499,64582,9135,148608
202606,TV,UK,Target,SmartMonitor_M8,47,44943,150291,77973,22299,61821
202603,Appliances,UK,Costco,Bespoke_4Door,68,426048,29003,13675,12820,49559
202512,Appliances,UK,Amazon,Jet_Cleaner,453,140389,203209,62712,22886,40068
202604,Mobile,PL,Target,Bespoke_4Door,187,497422,168990,27454,18764,31135
202508,Display,US,Amazon,Galaxy_ZFold6,253,459984,206349,41749,21857,55612
202602,Display,US,Target,QLED85_Q80,68,292312,128998,29838,5657,82164
202605,TV,US,Amazon,OLED65_G4,63,309506,23558,46622,18353,121962
202609,Display,DE,BestBuy,OLED65_G4,166,235383,63677,15667,3672,33746
202508,Display,DE,Amazon,OLED_Monitor34,130,491831,26087,61450,20211,73969
202603,TV,US,BestBuy,QLED85_Q80,47,132206,205216,40386,26184,47350
202602,TV,UK,Target,OLED77_C4,208,278180,115395,42062,8584,97378
202606,Mobile,PL,Walmart,OLED77_C4,343,161300,189903,26666,13656,37229
202608,Mobile,US,Walmart,QLED85_Q80,97,77130,131234,24048,15121,97103
202507,Mobile,UK,Costco,Galaxy_A55,358,290252,27193,7718,4309,101600
202503,Mobile,KR,Target,Jet_Cleaner,141,20822,247189,15271,4398,18989
202512,Display,PL,Amazon,Galaxy_A55,322,467874,236767,74511,5712,74547
202609,Mobile,DE,Costco,QLED85_Q80,242,360122,67354,40181,9881,30526
202612,Appliances,KR,Amazon,QLED85_Q80,28,73627,181090,73695,13778,58803
202503,TV,KR,Walmart,Galaxy_S24U,472,472603,177893,73202,24283,146975
202608,Mobile,KR,Costco,OLED65_G4,344,277586,249495,68067,21880,4487
202602,TV,UK,Target,Galaxy_A55,425,367821,139088,62607,22850,10577
202603,Display,US,Target,NeoQLED_75,358,166896,184465,76388,21115,-3572
202602,Mobile,KR,Costco,Grande_Washer,31,124050,63894,54844,26291,130097
202507,Appliances,US,Costco,Galaxy_A55,379,339475,127798,55185,18528,142570
202605,TV,KR,Amazon,OLED_Monitor34,443,154151,239019,73496,8330,70138
202512,Mobile,UK,Amazon,Galaxy_S24U,301,199667,115941,35047,5577,107197
202608,Appliances,US,Target,OLED77_C4,259,240090,33872,36648,23460,97869
202504,Display,DE,Target,Galaxy_A55,190,399061,84982,45347,17326,43356
202509,Appliances,PL,Costco,Galaxy_ZFold6,474,412359,163514,61440,5627,142647
202506,Display,KR,BestBuy,Jet_Cleaner,493,215487,151072,8143,10430,24257
202604,TV,KR,Costco,Galaxy_ZFold6,121,34087,216662,6932,18772,31138
202610,Mobile,UK,Costco,Galaxy_A55,214,352283,235568,30519,20718,68242
202610,Appliances,PL,Walmart,OLED_Monitor34,324,189740,237049,26320,21613,145704
202609,Appliances,US,Costco,OLED_Monitor34,66,28154,175856,54807,27132,63811
202609,Appliances,KR,Walmart,NeoQLED_75,234,92665,27537,24712,25110,4133
202502,Display,DE,Amazon,SmartMonitor_M8,224,296345,234707,52293,8568,103435
202612,TV,DE,BestBuy,QLED85_Q80,58,255086,232155,19618,14937,139856
202508,TV,UK,Costco,OLED77_C4,287,123656,63213,32159,8820,-8854
202511,Mobile,KR,Amazon,Grande_Washer,49,176957,241164,21460,25721,94167
202601,Mobile,UK,Costco,Galaxy_S24U,491,38531,117769,76089,17786,147378
202605,TV,PL,Costco,OLED77_C4,26,337194,143712,39724,10731,100830
202508,TV,DE,Amazon,Galaxy_ZFold6,180,311141,90292,77631,3830,15478
202609,TV,DE,Costco,SmartMonitor_M8,378,496426,224153,43424,13180,88411
202606,Appliances,UK,BestBuy,SmartMonitor_M8,349,235426,245822,30253,7398,17781
202606,Display,PL,Costco,Galaxy_S24U,266,127678,58515,59851,19221,116302
202602,TV,US,Walmart,OLED65_G4,313,361726,47542,53130,7277,46473
202603,Mobile,PL,Amazon,Galaxy_S24U,413,263620,206125,22709,17009,91852
202506,Display,UK,Walmart,Galaxy_A55,50,77217,52296,38018,10487,147552
202511,Appliances,UK,BestBuy,OLED_Monitor34,452,359657,218119,77324,29976,30084
202601,Display,PL,Costco,SmartMonitor_M8,490,189687,146517,68431,6828,36940
202501,TV,UK,Amazon,Grande_Washer,43,106314,231569,69353,22145,138974
202506,Display,DE,Amazon,QLED85_Q80,142,312583,65914,14577,12472,70739
202509,Mobile,UK,Walmart,Galaxy_ZFold6,379,384261,248608,47808,3468,148522
202508,Display,US,BestBuy,NeoQLED_75,121,258809,21085,65260,11692,114623
202511,TV,DE,Walmart,Galaxy_A55,383,391466,146912,16113,9624,121688
202610,Display,KR,Target,QLED85_Q80,223,302928,61663,3189,16489,102300
202607,Display,DE,BestBuy,Galaxy_S24U,430,436401,174425,15356,28868,60588
202612,Display,DE,Costco,SmartMonitor_M8,390,44311,21561,48799,20844,130151
202509,Mobile,DE,Target,Galaxy_A55,111,255904,41588,65507,26662,131480
202605,Display,PL,Walmart,NeoQLED_75,251,425648,33628,66834,6236,96714
202512,Display,KR,Walmart,Bespoke_4Door,496,255976,68576,26979,27348,20555
202602,Appliances,US,BestBuy,OLED_Monitor34,210,183299,123893,5488,12926,41097
202603,Display,DE,BestBuy,OLED65_G4,348,487291,178792,70834,16074,29414
202604,Display,PL,Walmart,Galaxy_ZFold6,373,265246,203490,57430,6932,10313
202610,Appliances,UK,Amazon,QLED85_Q80,362,496661,234609,48604,11303,131207
202610,Mobile,KR,Costco,Bespoke_4Door,187,453208,50593,9593,8241,75883
202608,Mobile,US,BestBuy,QLED85_Q80,27,231350,33976,52001,25948,13737
202501,Appliances,KR,Amazon,QLED85_Q80,71,359958,219886,3800,16686,123543
202510,Appliances,US,Walmart,NeoQLED_75,251,180674,95901,34800,3758,48365
202508,Display,US,Walmart,Jet_Cleaner,160,171248,50486,77487,16334,102446
202606,Mobile,UK,Amazon,SmartMonitor_M8,197,79206,45614,58363,11937,134745
202501,Mobile,US,Walmart,Galaxy_S24U,132,397011,34464,78134,16169,115860
202502,Display,UK,Costco,OLED77_C4,450,228358,103761,14703,9386,71774
202501,TV,DE,Amazon,Bespoke_4Door,143,161516,126446,3954,20110,5090
202501,Display,KR,Costco,Galaxy_A55,338,326989,240807,47469,15346,90241
202509,TV,US,BestBuy,Bespoke_4Door,389,145726,220550,73691,13409,120501
202601,Display,UK,Target,Bespoke_4Door,236,245821,153848,44081,25279,12837
202501,Appliances,DE,Costco,Jet_Cleaner,476,420831,201729,35366,4990,130256
202601,Display,KR,Target,QLED85_Q80,14,492674,118878,30694,13795,12954
202608,Appliances,DE,Walmart,NeoQLED_75,191,325601,194787,20505,16593,97655
202610,TV,PL,Costco,Grande_Washer,454,96420,230989,27316,23474,61068
202507,TV,KR,Costco,Jet_Cleaner,164,43400,39113,13095,25252,35956
202502,Appliances,UK,Walmart,NeoQLED_75,314,346800,106369,7509,26446,15810
202506,Appliances,US,Costco,OLED77_C4,330,317966,140414,45516,14562,16827
202507,Mobile,UK,Walmart,OLED_Monitor34,280,184419,239368,20165,18377,27450
202602,Mobile,UK,BestBuy,Galaxy_ZFold6,58,315305,130529,13638,22982,44975
202606,Display,UK,Amazon,Grande_Washer,363,258925,98122,13667,21585,66416
202603,Appliances,KR,Costco,Jet_Cleaner,150,184309,110483,6977,24492,7032
202502,TV,KR,BestBuy,OLED65_G4,410,438346,108598,59535,10797,25639
202510,Mobile,PL,Amazon,OLED77_C4,156,117890,94532,52706,29966,99476
202611,Appliances,DE,Costco,QLED85_Q80,242,20195,104605,39730,22304,47800
202512,TV,UK,BestBuy,OLED_Monitor34,36,95508,88563,47888,11333,45329
202605,TV,PL,Costco,Jet_Cleaner,68,385609,40944,35177,18069,33335
202508,Appliances,PL,Amazon,Galaxy_ZFold6,493,465611,188934,34511,15935,84914
202511,Display,KR,Costco,Bespoke_4Door,57,200434,80239,30715,27335,69153
202503,Mobile,DE,Walmart,Bespoke_4Door,498,319883,204991,59370,14697,137912
202506,Mobile,PL,BestBuy,Galaxy_A55,359,128994,80625,11468,14024,68006
202509,Appliances,US,Costco,Grande_Washer,109,59441,99438,48204,28888,62153
202506,Display,PL,Walmart,Grande_Washer,396,282533,48015,30041,22173,46127
202509,TV,KR,Amazon,Bespoke_4Door,228,130041,111478,17402,2568,114909
202507,Display,UK,Amazon,OLED77_C4,393,482164,155986,53646,15379,116419
202509,Mobile,KR,Walmart,NeoQLED_75,242,290524,163036,46744,6576,62115
202606,Appliances,KR,Amazon,Galaxy_A55,93,154615,147608,2062,19306,90930
202512,Mobile,DE,Walmart,OLED65_G4,181,368277,96250,12671,22186,115127
202508,Appliances,US,Amazon,Galaxy_ZFold6,496,336907,150877,45121,25200,65466
202508,Display,US,Target,Galaxy_ZFold6,180,33686,88137,59201,8263,14482
202606,Mobile,DE,Target,Galaxy_ZFold6,137,81406,172160,28249,22539,86089
202608,Display,DE,Costco,NeoQLED_75,168,320970,46987,43932,7450,50691
202603,Mobile,PL,Amazon,Jet_Cleaner,337,15455,102071,22618,7755,-1456
202507,Display,US,Target,OLED_Monitor34,491,194026,71740,58682,20360,108283
202511,Mobile,KR,Walmart,Galaxy_ZFold6,412,487912,201083,7007,8131,15878
202608,Appliances,PL,Amazon,QLED85_Q80,230,150042,9162,20662,8754,76075
202604,Display,US,BestBuy,OLED77_C4,322,17263,128271,13945,25826,72177
202504,Display,UK,Walmart,OLED65_G4,439,30091,215985,13098,1272,108085
202506,Appliances,KR,Target,QLED85_Q80,269,134592,42305,34278,1643,105962
202610,TV,KR,Target,NeoQLED_75,10,293951,188861,4327,19365,4290
202503,Mobile,PL,Target,SmartMonitor_M8,349,268087,202186,40240,8094,99775
202509,Mobile,US,Costco,SmartMonitor_M8,471,171697,231732,72000,1847,139008
202510,Appliances,DE,Costco,SmartMonitor_M8,331,302790,226682,8234,19904,37899
202602,Mobile,UK,BestBuy,QLED85_Q80,223,193288,103645,55903,16706,66101
202511,Display,KR,BestBuy,Galaxy_A55,37,262521,171424,52518,5071,107435
202606,Display,DE,Walmart,OLED77_C4,68,427142,78410,8060,27110,108270
202610,Appliances,DE,BestBuy,OLED77_C4,369,337745,27420,76963,4261,32657
202512,Display,DE,Walmart,Galaxy_ZFold6,241,249516,86165,68655,2555,93883
202611,TV,DE,Amazon,Galaxy_A55,172,471550,190073,72297,9151,-680
202512,Mobile,PL,Costco,Bespoke_4Door,439,129914,123488,68769,9644,6088
202601,Appliances,KR,Target,Grande_Washer,440,91399,77048,15540,27522,22706
202601,Appliances,DE,Walmart,Galaxy_S24U,496,109481,107343,15357,23038,101611
202607,Mobile,DE,BestBuy,OLED_Monitor34,311,38070,102026,16990,22998,131665
202607,TV,US,Amazon,Bespoke_4Door,423,331840,170064,73494,7934,16563
202611,Appliances,KR,BestBuy,Galaxy_ZFold6,60,459629,203075,41267,7794,130652
202602,Mobile,UK,Target,Galaxy_A55,227,470335,23164,57583,26624,16535
202504,TV,DE,Amazon,OLED65_G4,458,204145,86304,78842,8059,55700
202601,Appliances,PL,BestBuy,Galaxy_ZFold6,313,218882,41154,56074,13248,70106
202508,TV,DE,Walmart,Bespoke_4Door,112,260636,198092,31931,27060,134409
202611,Appliances,DE,BestBuy,Galaxy_S24U,99,448754,123530,11983,27540,45423
202609,Mobile,DE,Costco,Grande_Washer,158,238636,154520,37571,13401,125551
202611,Mobile,KR,Costco,QLED85_Q80,169,294898,192750,2005,9630,142100
202607,Mobile,KR,Amazon,QLED85_Q80,191,399125,228878,78775,20249,96844
202512,TV,DE,Costco,Jet_Cleaner,226,28369,100183,10338,25811,4632
202606,Display,PL,BestBuy,SmartMonitor_M8,85,13422,106380,5018,18976,141098
202506,TV,UK,Target,SmartMonitor_M8,108,309421,91962,13407,25271,124994
202606,Mobile,US,Costco,SmartMonitor_M8,155,230191,108633,70169,23284,92445
202607,Appliances,UK,Walmart,OLED_Monitor34,240,71727,191345,14122,19648,126606
202610,Display,PL,BestBuy,Galaxy_A55,52,308726,225912,56176,29827,109150
202505,TV,PL,Costco,OLED_Monitor34,142,103165,57943,5840,6581,42991
202612,TV,UK,Amazon,Grande_Washer,162,44788,103380,75631,29089,105498
202509,Appliances,UK,Target,Galaxy_ZFold6,147,395323,92337,26073,19054,87115
202503,Appliances,DE,Target,Galaxy_ZFold6,397,67315,142240,18940,5810,-1147
202510,Mobile,UK,Target,OLED77_C4,326,292389,229023,43918,20744,80691
202607,TV,UK,Target,Jet_Cleaner,359,229546,103696,19410,18074,20369
202503,Appliances,DE,Walmart,QLED85_Q80,499,147381,175787,16709,9222,33511
202610,Appliances,PL,Costco,SmartMonitor_M8,400,356013,127855,68641,14510,34948
202603,Display,KR,Target,SmartMonitor_M8,307,373160,7572,9138,5100,130334
202501,Mobile,DE,Walmart,Galaxy_S24U,498,355888,237860,54604,28799,108789
202507,Mobile,UK,Walmart,OLED77_C4,465,363904,158293,69611,20513,16515
202512,TV,US,Target,Galaxy_ZFold6,461,389761,106421,74512,7143,63945
202605,Appliances,UK,Target,Bespoke_4Door,15,336990,161577,48060,19353,17151
202609,Mobile,US,Walmart,SmartMonitor_M8,46,304798,101717,69107,27498,132152
202612,TV,DE,Walmart,Galaxy_ZFold6,167,434005,110053,11977,18060,106506
202608,Mobile,KR,Amazon,NeoQLED_75,83,181532,216746,19829,5788,129151
202505,TV,KR,Walmart,Galaxy_A55,135,401662,99274,37961,17803,110541
202504,Appliances,US,Amazon,Jet_Cleaner,263,248438,74508,14685,9323,146745
202512,Mobile,PL,BestBuy,Galaxy_S24U,472,312304,18566,15892,27845,-3478
202608,TV,US,BestBuy,QLED85_Q80,371,469075,63754,63627,16333,141193
202612,TV,US,Amazon,Grande_Washer,366,278361,143139,36783,11579,47427
202606,Appliances,DE,BestBuy,Galaxy_ZFold6,124,334538,14343,57317,24041,-6160
202605,Mobile,UK,Walmart,Galaxy_ZFold6,74,211755,55422,4068,10631,92466
202607,TV,PL,Walmart,SmartMonitor_M8,276,15835,239402,19377,22127,30774
202509,TV,US,Target,QLED85_Q80,193,214324,111317,42557,12943,125250
202504,TV,DE,Costco,Galaxy_S24U,211,16124,22686,51289,24470,21818
202609,TV,PL,Target,OLED77_C4,255,361744,242842,69303,1109,90427
202502,Mobile,KR,Target,SmartMonitor_M8,447,307918,220764,66373,4256,77781
202504,Display,KR,Costco,Grande_Washer,49,134223,174276,79142,16606,29006
202502,Mobile,DE,Amazon,OLED77_C4,277,294966,235610,46530,15624,88633
202603,TV,PL,Walmart,NeoQLED_75,291,128014,115014,77132,4540,4328
202502,Mobile,UK,Costco,SmartMonitor_M8,382,161704,123002,29909,17267,48788
202504,Mobile,DE,Walmart,Bespoke_4Door,196,389452,118234,16150,23026,11303
202506,Appliances,UK,Amazon,Grande_Washer,114,32484,21774,50367,8492,133800
202507,Appliances,US,BestBuy,Jet_Cleaner,390,61096,95688,48127,13744,-6765
202510,TV,UK,Target,Galaxy_S24U,441,266192,40855,79509,23713,96180
202607,Display,DE,Target,Jet_Cleaner,260,220204,46908,2898,21367,112013
202607,Appliances,PL,Walmart,SmartMonitor_M8,255,198463,133759,61911,28363,27979
202610,Mobile,UK,Costco,Bespoke_4Door,454,480667,138322,44083,28290,57891
202512,TV,US,BestBuy,QLED85_Q80,267,422002,69037,50586,20522,19051
202503,Display,PL,Walmart,Grande_Washer,73,182390,47487,73203,3187,45956
202601,Appliances,KR,Target,Galaxy_A55,226,194632,181900,62391,16107,90525
202606,TV,KR,Walmart,SmartMonitor_M8,376,480384,99113,5011,4622,95420
202508,Display,PL,Walmart,OLED_Monitor34,36,85868,159522,68746,10819,86599
202609,TV,DE,Target,OLED_Monitor34,169,85420,212420,56402,12130,29836
202603,Display,UK,BestBuy,OLED_Monitor34,409,355820,49815,36060,17550,91607
202501,Appliances,UK,Walmart,Galaxy_ZFold6,456,13707,195910,63838,8636,142113
202503,Mobile,PL,Costco,OLED77_C4,407,137322,54502,16283,25859,53955
202508,Mobile,UK,Costco,Jet_Cleaner,430,322113,238503,3866,7038,36272
202504,Appliances,KR,Amazon,Grande_Washer,167,285252,125387,7386,3505,13838
202604,Appliances,PL,Amazon,Grande_Washer,364,328971,112499,18340,24822,28227
202611,Appliances,UK,Amazon,Galaxy_S24U,25,70857,64550,63060,29828,25112
202510,Display,US,Costco,OLED77_C4,329,43790,226683,22816,2304,139585
202512,Display,DE,BestBuy,QLED85_Q80,399,123886,11161,56550,13945,7117
202602,Display,US,Walmart,Galaxy_S24U,176,16526,87682,45342,20698,140271
202602,Display,US,Costco,OLED_Monitor34,66,255502,241247,16152,2720,-4112
202502,Display,UK,Amazon,NeoQLED_75,180,315789,82370,21852,25057,62658
202611,Display,PL,Amazon,OLED77_C4,73,44718,32630,39707,22073,85392
202505,Display,KR,Walmart,Jet_Cleaner,287,221973,61775,47840,17726,80985
202505,Appliances,PL,Amazon,Galaxy_ZFold6,481,201861,90555,78852,5897,-2919
202506,Display,UK,Target,OLED65_G4,359,438325,130591,55675,6873,9462
202601,TV,UK,BestBuy,Galaxy_ZFold6,352,311616,59616,15658,8701,107656
202509,Display,KR,Target,Grande_Washer,411,499952,158892,60307,25098,4426
202610,Mobile,US,Costco,SmartMonitor_M8,309,365337,78168,71105,4861,-7206
202603,Mobile,US,Walmart,OLED65_G4,33,115652,29792,68297,4542,133329
202602,Appliances,PL,BestBuy,Galaxy_ZFold6,464,162239,223057,34689,24005,76361
202612,Mobile,DE,BestBuy,Galaxy_A55,319,444468,120252,77549,12318,50237
202507,Mobile,UK,Target,OLED_Monitor34,188,231095,217024,10132,23727,83886
202608,Mobile,KR,Amazon,SmartMonitor_M8,38,414978,168729,58897,5712,44951
202502,Appliances,PL,Costco,NeoQLED_75,315,308391,38086,78690,5118,74783
202507,Appliances,KR,Amazon,NeoQLED_75,327,141632,173358,73507,3405,34154
202506,Display,US,BestBuy,QLED85_Q80,230,398143,155684,45613,28310,33523
202605,Mobile,US,Amazon,Bespoke_4Door,254,231262,237251,21312,29650,96025
202502,Display,PL,Costco,Galaxy_A55,323,277009,138096,19835,19600,46215
202503,Appliances,DE,BestBuy,QLED85_Q80,246,381814,46145,50848,21998,79512
202505,Display,US,Amazon,Galaxy_A55,323,386226,249880,18777,15450,53186
202505,Display,KR,Walmart,Bespoke_4Door,426,64336,101006,41609,2129,14776
202501,Mobile,UK,Amazon,Jet_Cleaner,36,326028,142352,55992,14904,106348
202508,Appliances,UK,Walmart,OLED77_C4,469,97279,102098,7274,5732,101552
202512,Mobile,DE,Target,OLED_Monitor34,456,206590,232428,27103,17895,27626
202612,Display,PL,Costco,Grande_Washer,115,442176,134553,31138,7191,104377
202504,Appliances,DE,Walmart,Grande_Washer,314,357850,93991,61915,5044,7989
202601,Display,KR,Costco,OLED_Monitor34,285,256977,184740,3670,26779,-1151
202611,Display,DE,Target,Jet_Cleaner,38,482877,68011,40245,25887,53781
202603,Mobile,UK,Amazon,Galaxy_A55,172,25198,85378,78451,5114,128740
202511,Appliances,US,Amazon,Galaxy_S24U,214,346970,231204,47764,6150,123637
202510,Appliances,US,Walmart,Jet_Cleaner,457,40121,243840,41173,10721,16149
202503,Mobile,PL,Target,SmartMonitor_M8,262,469545,6655,36544,1693,16128
202610,TV,KR,Amazon,Bespoke_4Door,474,417364,150722,63178,14848,-3005
202602,Mobile,PL,BestBuy,Grande_Washer,150,421877,147088,29100,1119,26177
202604,Mobile,DE,Target,Galaxy_A55,40,389030,128321,22517,14332,47968
202510,TV,DE,BestBuy,Bespoke_4Door,105,71980,50616,35747,20183,134223
202510,Appliances,DE,BestBuy,Galaxy_A55,69,339714,5152,59745,18053,37507
202512,TV,KR,Target,OLED65_G4,357,402525,174172,63836,20808,148861
202509,Display,US,Amazon,Galaxy_A55,190,275647,216539,28573,17139,65368
202501,Display,UK,Target,Galaxy_ZFold6,62,386025,45014,13902,29699,45113
202505,Mobile,UK,Amazon,Grande_Washer,346,487419,125497,63625,27671,76036
202608,Display,DE,Costco,OLED65_G4,37,29493,30360,36623,8259,87800
202508,TV,DE,BestBuy,OLED65_G4,407,278962,77399,30791,25887,61833
202511,Display,DE,Walmart,Galaxy_S24U,165,58887,107999,70878,6221,-4292
202512,Appliances,KR,Target,Galaxy_ZFold6,465,179263,111570,41306,9316,41091
202501,Mobile,UK,Walmart,Galaxy_ZFold6,90,163539,124578,25719,17262,129191
202610,Mobile,PL,Costco,Galaxy_ZFold6,78,88368,228429,67958,24257,29104
202608,Appliances,US,Costco,OLED65_G4,356,284649,110804,37413,14491,-2538
202511,Appliances,PL,BestBuy,NeoQLED_75,439,77888,103703,32703,25635,77522
202505,Mobile,US,Walmart,Galaxy_ZFold6,496,165949,190753,55759,5218,26283
202603,Appliances,KR,Costco,SmartMonitor_M8,76,149838,56771,48580,7705,28878
202505,Display,US,BestBuy,OLED77_C4,287,316267,117322,7678,10570,-6707
202512,Display,KR,Target,Galaxy_A55,305,419816,81625,11546,15083,34622
202505,Display,UK,Target,Galaxy_S24U,425,162867,115145,69214,11236,-4613
202605,Display,US,Walmart,QLED85_Q80,46,135070,231783,6881,18374,2831
202605,TV,DE,BestBuy,Bespoke_4Door,435,84421,166511,19654,21682,5438
202612,TV,DE,BestBuy,OLED65_G4,196,423059,144269,39395,23273,60341
202512,TV,KR,BestBuy,OLED77_C4,305,20659,103523,5482,10255,114194
